timestamp,strike,instrument_type,oi,oi_change_pct,ltp
2026-02-20 09:15:00,22800,PE,81812,-1.0127,93.86
2026-02-20 09:15:00,22850,CE,62137,1.4846,110.51
2026-02-20 09:15:00,22850,PE,61936,1.1563,110.94
2026-02-20 09:15:00,22900,CE,45940,1.2831,124.28
2026-02-20 09:15:00,22900,PE,45334,-0.0529,125.56
2026-02-20 09:15:00,22950,CE,33809,0.616,141.24
2026-02-20 09:15:00,22950,PE,34149,1.6279,139.26
2026-02-20 09:15:00,23000,CE,25498,2.4304,154.75
2026-02-20 09:15:00,23000,PE,25220,1.3136,152.65
2026-02-20 09:15:00,23050,CE,18060,-2.066,172.25
2026-02-20 09:15:00,23050,PE,18463,0.1193,169.9
2026-02-20 09:15:00,23100,CE,13355,-2.24,182.1
2026-02-20 09:15:00,23100,PE,14101,3.2208,183.31
2026-02-20 09:15:00,23150,CE,11101,9.6937,198.81
2026-02-20 09:15:00,23150,PE,9834,-2.8261,202.75
2026-02-20 09:16:00,21800,CE,9703,-8.3845,220.43
2026-02-20 09:16:00,21800,PE,10714,8.0803,214.46
2026-02-20 09:16:00,21850,CE,11092,5.018,199.89
2026-02-20 09:16:00,21850,PE,11090,19.9567,200.57
2026-02-20 09:16:00,21900,CE,14371,10.0804,185.83
2026-02-20 09:16:00,21900,PE,13025,0.308,187.98
2026-02-20 09:16:00,21950,CE,17603,-6.6451,169.61
2026-02-20 09:16:00,21950,PE,17556,-5.9567,169.7
2026-02-20 09:16:00,22000,CE,24833,-2.24,157.33
2026-02-20 09:16:00,22000,PE,25780,-0.0504,154.59
2026-02-20 09:16:00,22050,CE,33441,-1.8145,141.19
2026-02-20 09:16:00,22050,PE,34119,3.2532,134.12
2026-02-20 09:16:00,22100,CE,46082,0.2654,128.91
2026-02-20 09:16:00,22100,PE,45040,-1.0892,124.52
2026-02-20 09:16:00,22150,CE,62086,0.6566,108.45
2026-02-20 09:16:00,22150,PE,60353,-1.8411,110.81
2026-02-20 09:16:00,22200,CE,81925,-1.5739,97.29
2026-02-20 09:16:00,22200,PE,83336,1.4647,93.94
2026-02-20 09:16:00,22250,CE,112135,1.3091,81.91
2026-02-20 09:16:00,22250,PE,111915,-0.3393,81.03
2026-02-20 09:16:00,22300,CE,150138,-0.1623,66.03
2026-02-20 09:16:00,22300,PE,151169,0.3752,66.43
2026-02-20 09:16:00,22350,CE,202424,-0.5703,51.6
2026-02-20 09:16:00,22350,PE,203435,0.4181,51.51
2026-02-20 09:16:00,22400,CE,273605,-0.629,36.17
2026-02-20 09:16:00,22400,PE,273598,-0.4399,35.9
2026-02-20 09:16:00,22450,CE,370111,0.0974,19.95
2026-02-20 09:16:00,22450,PE,370350,-0.1343,18.24
2026-02-20 09:16:00,22500,CE,500997,0.173,1.72
2026-02-20 09:16:00,22500,PE,500381,0.2167,1.73
2026-02-20 09:16:00,22550,CE,370507,0.2598,18.42
2026-02-20 09:16:00,22550,PE,369596,-0.3881,19.38
2026-02-20 09:16:00,22600,CE,275401,0.0051,35.06
2026-02-20 09:16:00,22600,PE,274956,0.1519,36.22
2026-02-20 09:16:00,22650,CE,203373,0.1103,50.0
2026-02-20 09:16:00,22650,PE,204053,0.7391,48.37
2026-02-20 09:16:00,22700,CE,151000,0.1864,64.64
2026-02-20 09:16:00,22700,PE,150046,-0.8819,65.17
2026-02-20 09:16:00,22750,CE,112062,-0.1693,76.78
2026-02-20 09:16:00,22750,PE,111072,-1.2175,78.47
2026-02-20 09:16:00,22800,CE,82962,0.9663,96.75
2026-02-20 09:16:00,22800,PE,82622,0.9901,93.74
2026-02-20 09:16:00,22850,CE,60859,-2.0567,111.66
2026-02-20 09:16:00,22850,PE,60960,-1.5758,109.61
2026-02-20 09:16:00,22900,CE,45612,-0.714,121.92
2026-02-20 09:16:00,22900,PE,45614,0.6176,124.73
2026-02-20 09:16:00,22950,CE,34295,1.4375,140.12
2026-02-20 09:16:00,22950,PE,33678,-1.3792,140.55
2026-02-20 09:16:00,23000,CE,25703,0.804,153.29
2026-02-20 09:16:00,23000,PE,24229,-3.9294,155.67
2026-02-20 09:16:00,23050,CE,17623,-2.4197,163.96
2026-02-20 09:16:00,23050,PE,18474,0.0596,170.37
2026-02-20 09:16:00,23100,CE,14168,6.0876,183.7
2026-02-20 09:16:00,23100,PE,12820,-9.0845,185.38
2026-02-20 09:16:00,23150,CE,11025,-0.6846,201.61
2026-02-20 09:16:00,23150,PE,10131,3.0201,198.05
2026-02-20 09:17:00,21800,CE,9052,-6.7093,215.47
2026-02-20 09:17:00,21800,PE,9702,-9.4456,217.74
2026-02-20 09:17:00,21850,CE,9379,-15.4436,200.78
2026-02-20 09:17:00,21850,PE,10609,-4.3372,198.98
2026-02-20 09:17:00,21900,CE,13696,-4.697,181.33
2026-02-20 09:17:00,21900,PE,13510,3.7236,184.94
2026-02-20 09:17:00,21950,CE,19224,9.2087,168.95
2026-02-20 09:17:00,21950,PE,19180,9.2504,170.3
2026-02-20 09:17:00,22000,CE,25477,2.5933,153.75
2026-02-20 09:17:00,22000,PE,25012,-2.9791,155.03
2026-02-20 09:17:00,22050,CE,34351,2.7212,139.34
2026-02-20 09:17:00,22050,PE,33419,-2.0516,140.31
2026-02-20 09:17:00,22100,CE,46157,0.1628,123.28
2026-02-20 09:17:00,22100,PE,46032,2.2025,127.25
2026-02-20 09:17:00,22150,CE,60860,-1.9747,107.31
2026-02-20 09:17:00,22150,PE,62174,3.0172,108.36
2026-02-20 09:17:00,22200,CE,83346,1.7345,97.05
2026-02-20 09:17:00,22200,PE,82559,-0.9324,93.67
2026-02-20 09:17:00,22250,CE,111383,-0.6706,81.7
2026-02-20 09:17:00,22250,PE,111188,-0.6496,79.73
2026-02-20 09:17:00,22300,CE,151188,0.6994,64.87
2026-02-20 09:17:00,22300,PE,150525,-0.426,68.96
2026-02-20 09:17:00,22350,CE,204135,0.8453,52.85
2026-02-20 09:17:00,22350,PE,203189,-0.1209,51.85
2026-02-20 09:17:00,22400,CE,273579,-0.0095,36.04
2026-02-20 09:17:00,22400,PE,274441,0.3081,33.37
2026-02-20 09:17:00,22450,CE,370533,0.114,20.18
2026-02-20 09:17:00,22450,PE,371038,0.1858,20.39
2026-02-20 09:17:00,22500,CE,500736,-0.0521,5.41
2026-02-20 09:17:00,22500,PE,500675,0.0588,4.43
2026-02-20 09:17:00,22550,CE,370725,0.0588,19.72
2026-02-20 09:17:00,22550,PE,370736,0.3084,19.1
2026-02-20 09:17:00,22600,CE,274275,-0.4089,29.33
2026-02-20 09:17:00,22600,PE,274731,-0.0818,35.03
2026-02-20 09:17:00,22650,CE,203803,0.2114,48.9
2026-02-20 09:17:00,22650,PE,203543,-0.2499,47.56
2026-02-20 09:17:00,22700,CE,150469,-0.3517,67.47
2026-02-20 09:17:00,22700,PE,149627,-0.2792,64.36
2026-02-20 09:17:00,22750,CE,111462,-0.5354,81.24
2026-02-20 09:17:00,22750,PE,112047,0.8778,77.72
2026-02-20 09:17:00,22800,CE,83494,0.6413,94.45
2026-02-20 09:17:00,22800,PE,82269,-0.4272,95.73
2026-02-20 09:17:00,22850,CE,62106,2.049,106.89
2026-02-20 09:17:00,22850,PE,61979,1.6716,111.64
2026-02-20 09:17:00,22900,CE,45133,-1.0502,127.55
2026-02-20 09:17:00,22900,PE,45409,-0.4494,126.62
2026-02-20 09:17:00,22950,CE,32927,-3.9889,137.62
2026-02-20 09:17:00,22950,PE,33089,-1.7489,143.29
2026-02-20 09:17:00,23000,CE,24714,-3.8478,155.38
2026-02-20 09:17:00,23000,PE,25168,3.8755,154.7
2026-02-20 09:17:00,23050,CE,17675,0.2951,168.91
2026-02-20 09:17:00,23050,PE,17558,-4.9583,169.67
2026-02-20 09:17:00,23100,CE,12714,-10.2626,181.51
2026-02-20 09:17:00,23100,PE,12713,-0.8346,185.24
2026-02-20 09:17:00,23150,CE,10729,-2.6848,199.54
2026-02-20 09:17:00,23150,PE,11064,9.2094,198.01
2026-02-20 09:18:00,21800,CE,9386,3.6898,216.56
2026-02-20 09:18:00,21800,PE,10205,5.1845,210.18
2026-02-20 09:18:00,21850,CE,10003,6.6532,199.96
2026-02-20 09:18:00,21850,PE,9859,-7.0695,199.47
2026-02-20 09:18:00,21900,CE,14062,2.6723,189.04
2026-02-20 09:18:00,21900,PE,14536,7.5944,185.43
2026-02-20 09:18:00,21950,CE,17559,-8.661,171.43
2026-02-20 09:18:00,21950,PE,17544,-8.5297,171.44
2026-02-20 09:18:00,22000,CE,25520,0.1688,154.52
2026-02-20 09:18:00,22000,PE,25050,0.1519,155.38
2026-02-20 09:18:00,22050,CE,34016,-0.9752,140.2
2026-02-20 09:18:00,22050,PE,33357,-0.1855,143.1
2026-02-20 09:18:00,22100,CE,46206,0.1062,126.98
2026-02-20 09:18:00,22100,PE,46028,-0.0087,122.3
2026-02-20 09:18:00,22150,CE,61479,1.0171,110.35
2026-02-20 09:18:00,22150,PE,60956,-1.959,110.49
2026-02-20 09:18:00,22200,CE,83176,-0.204,90.45
2026-02-20 09:18:00,22200,PE,82292,-0.3234,93.13
2026-02-20 09:18:00,22250,CE,111180,-0.1823,79.79
2026-02-20 09:18:00,22250,PE,111667,0.4308,76.71
2026-02-20 09:18:00,22300,CE,150744,-0.2937,63.61
2026-02-20 09:18:00,22300,PE,151222,0.463,64.92
2026-02-20 09:18:00,22350,CE,203411,-0.3547,50.04
2026-02-20 09:18:00,22350,PE,203450,0.1285,50.46
2026-02-20 09:18:00,22400,CE,275228,0.6028,34.59
2026-02-20 09:18:00,22400,PE,274999,0.2033,33.7
2026-02-20 09:18:00,22450,CE,370522,-0.003,19.25
2026-02-20 09:18:00,22450,PE,369434,-0.4323,19.36
2026-02-20 09:18:00,22500,CE,500048,-0.1374,5.79
2026-02-20 09:18:00,22500,PE,499266,-0.2814,7.83
2026-02-20 09:18:00,22550,CE,369869,-0.2309,21.0
2026-02-20 09:18:00,22550,PE,370415,-0.0866,22.28
2026-02-20 09:18:00,22600,CE,274267,-0.0029,32.66
2026-02-20 09:18:00,22600,PE,274477,-0.0925,36.7
2026-02-20 09:18:00,22650,CE,203994,0.0937,49.53
2026-02-20 09:18:00,22650,PE,204007,0.228,50.93
2026-02-20 09:18:00,22700,CE,151189,0.4785,65.66
2026-02-20 09:18:00,22700,PE,150862,0.8254,66.24
2026-02-20 09:18:00,22750,CE,111358,-0.0933,78.33
2026-02-20 09:18:00,22750,PE,112154,0.0955,84.18
2026-02-20 09:18:00,22800,CE,83345,-0.1785,95.08
2026-02-20 09:18:00,22800,PE,81663,-0.7366,96.17
2026-02-20 09:18:00,22850,CE,60963,-1.8404,114.05
2026-02-20 09:18:00,22850,PE,60680,-2.0959,110.01
2026-02-20 09:18:00,22900,CE,45771,1.4136,126.68
2026-02-20 09:18:00,22900,PE,44567,-1.8543,123.76
2026-02-20 09:18:00,22950,CE,34215,3.9117,135.58
2026-02-20 09:18:00,22950,PE,34359,3.8381,143.07
2026-02-20 09:18:00,23000,CE,23895,-3.3139,154.6
2026-02-20 09:18:00,23000,PE,25344,0.6993,152.54
2026-02-20 09:18:00,23050,CE,17933,1.4597,169.14
2026-02-20 09:18:00,23050,PE,19046,8.4748,171.18
2026-02-20 09:18:00,23100,CE,14365,12.9857,185.1
2026-02-20 09:18:00,23100,PE,13823,8.7312,185.66
2026-02-20 09:18:00,23150,CE,9476,-11.6786,204.05
2026-02-20 09:18:00,23150,PE,9430,-14.7686,197.27
2026-02-20 09:19:00,21800,CE,9989,6.4245,200.33
2026-02-20 09:19:00,21800,PE,10403,1.9402,200.08
2026-02-20 09:19:00,21850,CE,13280,32.7602,185.85
2026-02-20 09:19:00,21850,PE,13931,41.3024,185.04
2026-02-20 09:19:00,21900,CE,17960,27.7201,169.83
2026-02-20 09:19:00,21900,PE,18816,29.4441,167.51
2026-02-20 09:19:00,21950,CE,24387,38.886,154.52
2026-02-20 09:19:00,21950,PE,24485,39.5634,151.91
2026-02-20 09:19:00,22000,CE,32788,28.4796,140.61
2026-02-20 09:19:00,22000,PE,33022,31.8244,142.11
2026-02-20 09:19:00,22050,CE,44431,30.6179,123.9
2026-02-20 09:19:00,22050,PE,45537,36.5141,127.54
2026-02-20 09:19:00,22100,CE,62189,34.5907,109.02
2026-02-20 09:19:00,22100,PE,61818,34.3052,110.94
2026-02-20 09:19:00,22150,CE,82104,33.548,93.78
2026-02-20 09:19:00,22150,PE,82827,35.88,96.52
2026-02-20 09:19:00,22200,CE,111453,33.9966,81.77
2026-02-20 09:19:00,22200,PE,111761,35.8103,79.56
2026-02-20 09:19:00,22250,CE,149606,34.562,71.99
2026-02-20 09:19:00,22250,PE,149923,34.259,62.07
2026-02-20 09:19:00,22300,CE,204060,35.3686,48.54
2026-02-20 09:19:00,22300,PE,203913,34.8435,50.48
2026-02-20 09:19:00,22350,CE,275103,35.2449,34.83
2026-02-20 09:19:00,22350,PE,275286,35.3089,33.66
2026-02-20 09:19:00,22400,CE,370126,34.4798,22.49
2026-02-20 09:19:00,22400,PE,370514,34.7329,16.17
2026-02-20 09:19:00,22450,CE,499323,34.762,3.39
2026-02-20 09:19:00,22450,PE,500216,35.4006,6.49
2026-02-20 09:19:00,22500,CE,370833,-25.8405,20.88
2026-02-20 09:19:00,22500,PE,371369,-25.617,18.27
2026-02-20 09:19:00,22550,CE,274137,-25.8827,38.37
2026-02-20 09:19:00,22550,PE,274228,-25.9674,33.95
2026-02-20 09:19:00,22600,CE,203230,-25.9007,46.35
2026-02-20 09:19:00,22600,PE,204190,-25.6076,48.48
2026-02-20 09:19:00,22650,CE,149999,-26.4689,64.56
2026-02-20 09:19:00,22650,PE,149923,-26.5109,62.78
2026-02-20 09:19:00,22700,CE,110718,-26.7685,79.62
2026-02-20 09:19:00,22700,PE,110696,-26.6243,81.84
2026-02-20 09:19:00,22750,CE,82439,-25.9694,94.28
2026-02-20 09:19:00,22750,PE,82276,-26.6402,88.06
2026-02-20 09:19:00,22800,CE,61360,-26.3783,107.5
2026-02-20 09:19:00,22800,PE,61398,-24.8154,110.73
2026-02-20 09:19:00,22850,CE,44469,-27.0558,124.27
2026-02-20 09:19:00,22850,PE,45886,-24.3804,125.89
2026-02-20 09:19:00,22900,CE,33076,-27.7359,134.79
2026-02-20 09:19:00,22900,PE,33905,-23.9235,140.4
2026-02-20 09:19:00,22950,CE,25199,-26.351,154.04
2026-02-20 09:19:00,22950,PE,24886,-27.5707,156.92
2026-02-20 09:19:00,23000,CE,19000,-20.4855,172.12
2026-02-20 09:19:00,23000,PE,17730,-30.0426,169.04
2026-02-20 09:19:00,23050,CE,14637,-18.3795,183.79
2026-02-20 09:19:00,23050,PE,13288,-30.2321,184.9
2026-02-20 09:19:00,23100,CE,9398,-34.5771,199.67
2026-02-20 09:19:00,23100,PE,9300,-32.7208,201.33
2026-02-20 09:19:00,23150,CE,10853,14.5314,219.84
2026-02-20 09:19:00,23150,PE,9699,2.8526,216.72
2026-02-20 09:20:00,21800,CE,9685,-3.0433,202.73
2026-02-20 09:20:00,21800,PE,9799,-5.806,198.31
2026-02-20 09:20:00,21850,CE,13051,-1.7244,186.99
2026-02-20 09:20:00,21850,PE,13002,-6.6686,184.67
2026-02-20 09:20:00,21900,CE,19279,7.3441,168.81
2026-02-20 09:20:00,21900,PE,18975,0.845,168.07
2026-02-20 09:20:00,21950,CE,24312,-0.3075,156.33
2026-02-20 09:20:00,21950,PE,25259,3.1611,155.93
2026-02-20 09:20:00,22000,CE,34451,5.072,137.88
2026-02-20 09:20:00,22000,PE,33138,0.3513,137.6
2026-02-20 09:20:00,22050,CE,45493,2.3902,124.07
2026-02-20 09:20:00,22050,PE,45763,0.4963,125.92
2026-02-20 09:20:00,22100,CE,60723,-2.3573,112.92
2026-02-20 09:20:00,22100,PE,60980,-1.3556,106.56
2026-02-20 09:20:00,22150,CE,81920,-0.2241,95.17
2026-02-20 09:20:00,22150,PE,82874,0.0567,93.38
2026-02-20 09:20:00,22200,CE,110596,-0.7689,80.96
2026-02-20 09:20:00,22200,PE,111085,-0.6049,78.86
2026-02-20 09:20:00,22250,CE,150573,0.6464,66.3
2026-02-20 09:20:00,22250,PE,150032,0.0727,61.99
2026-02-20 09:20:00,22300,CE,203418,-0.3146,51.94
2026-02-20 09:20:00,22300,PE,203409,-0.2472,51.61
2026-02-20 09:20:00,22350,CE,274157,-0.3439,38.99
2026-02-20 09:20:00,22350,PE,275232,-0.0196,41.22
2026-02-20 09:20:00,22400,CE,370513,0.1046,22.16
2026-02-20 09:20:00,22400,PE,371323,0.2183,21.99
2026-02-20 09:20:00,22450,CE,500221,0.1798,5.46
2026-02-20 09:20:00,22450,PE,499166,-0.2099,6.0
2026-02-20 09:20:00,22500,CE,369917,-0.247,19.15
2026-02-20 09:20:00,22500,PE,370171,-0.3226,21.35
2026-02-20 09:20:00,22550,CE,274085,-0.019,33.88
2026-02-20 09:20:00,22550,PE,273666,-0.2049,32.8
2026-02-20 09:20:00,22600,CE,203647,0.2052,52.12
2026-02-20 09:20:00,22600,PE,202458,-0.8482,51.88
2026-02-20 09:20:00,22650,CE,149705,-0.196,64.99
2026-02-20 09:20:00,22650,PE,150559,0.4242,66.34
2026-02-20 09:20:00,22700,CE,112062,1.2139,80.91
2026-02-20 09:20:00,22700,PE,111716,0.9214,78.93
2026-02-20 09:20:00,22750,CE,83124,0.8309,94.41
2026-02-20 09:20:00,22750,PE,83556,1.5557,94.86
2026-02-20 09:20:00,22800,CE,61670,0.5052,109.88
2026-02-20 09:20:00,22800,PE,62151,1.2264,110.91
2026-02-20 09:20:00,22850,CE,45085,1.3852,126.78
2026-02-20 09:20:00,22850,PE,45246,-1.3948,126.15
2026-02-20 09:20:00,22900,CE,33594,1.5661,143.64
2026-02-20 09:20:00,22900,PE,32991,-2.6958,140.08
2026-02-20 09:20:00,22950,CE,24892,-1.2183,155.98
2026-02-20 09:20:00,22950,PE,25399,2.0614,153.95
2026-02-20 09:20:00,23000,CE,18099,-4.7421,168.01
2026-02-20 09:20:00,23000,PE,18922,6.7231,169.44
2026-02-20 09:20:00,23050,CE,13773,-5.9028,184.04
2026-02-20 09:20:00,23050,PE,13835,4.1165,183.27
2026-02-20 09:20:00,23100,CE,10657,13.3965,200.75
2026-02-20 09:20:00,23100,PE,9959,7.086,201.62
2026-02-20 09:20:00,23150,CE,9518,-12.3007,215.85
2026-02-20 09:20:00,23150,PE,10649,9.7948,214.63
2026-02-20 09:21:00,21800,CE,10927,12.824,200.05
2026-02-20 09:21:00,21800,PE,9619,-1.8369,200.2
2026-02-20 09:21:00,21850,CE,13124,0.5593,184.22
2026-02-20 09:21:00,21850,PE,13696,5.3376,184.15
2026-02-20 09:21:00,21900,CE,18590,-3.5738,167.55
2026-02-20 09:21:00,21900,PE,17580,-7.3518,169.13
2026-02-20 09:21:00,21950,CE,25317,4.1338,154.78
2026-02-20 09:21:00,21950,PE,25840,2.3002,156.41
2026-02-20 09:21:00,22000,CE,33447,-2.9143,137.14
2026-02-20 09:21:00,22000,PE,33658,1.5692,141.19
2026-02-20 09:21:00,22050,CE,45699,0.4528,124.51
2026-02-20 09:21:00,22050,PE,45083,-1.4859,123.77
2026-02-20 09:21:00,22100,CE,60424,-0.4924,110.33
2026-02-20 09:21:00,22100,PE,61335,0.5822,109.92
2026-02-20 09:21:00,22150,CE,83366,1.7651,93.88
2026-02-20 09:21:00,22150,PE,81863,-1.2199,95.68
2026-02-20 09:21:00,22200,CE,111991,1.2613,80.95
2026-02-20 09:21:00,22200,PE,110968,-0.1053,82.67
2026-02-20 09:21:00,22250,CE,150649,0.0505,65.85
2026-02-20 09:21:00,22250,PE,149957,-0.05,64.66
2026-02-20 09:21:00,22300,CE,202852,-0.2782,49.95
2026-02-20 09:21:00,22300,PE,202485,-0.4543,49.47
2026-02-20 09:21:00,22350,CE,273421,-0.2685,35.23
2026-02-20 09:21:00,22350,PE,274840,-0.1424,33.12
2026-02-20 09:21:00,22400,CE,370750,0.064,17.32
2026-02-20 09:21:00,22400,PE,370900,-0.1139,20.48
2026-02-20 09:21:00,22450,CE,499424,-0.1593,5.19
2026-02-20 09:21:00,22450,PE,500606,0.2885,2.11
2026-02-20 09:21:00,22500,CE,370427,0.1379,20.78
2026-02-20 09:21:00,22500,PE,371235,0.2874,24.91
2026-02-20 09:21:00,22550,CE,273612,-0.1726,36.6
2026-02-20 09:21:00,22550,PE,273570,-0.0351,39.22
2026-02-20 09:21:00,22600,CE,202305,-0.659,50.57
2026-02-20 09:21:00,22600,PE,202502,0.0217,47.87
2026-02-20 09:21:00,22650,CE,150265,0.3741,68.53
2026-02-20 09:21:00,22650,PE,149999,-0.3719,63.74
2026-02-20 09:21:00,22700,CE,111160,-0.8049,80.23
2026-02-20 09:21:00,22700,PE,111897,0.162,78.25
2026-02-20 09:21:00,22750,CE,82450,-0.8108,93.19
2026-02-20 09:21:00,22750,PE,82955,-0.7193,97.91
2026-02-20 09:21:00,22800,CE,62029,0.5821,113.9
2026-02-20 09:21:00,22800,PE,61577,-0.9236,108.88
2026-02-20 09:21:00,22850,CE,45102,0.0377,121.7
2026-02-20 09:21:00,22850,PE,44615,-1.3946,125.34
2026-02-20 09:21:00,22900,CE,33014,-1.7265,144.31
2026-02-20 09:21:00,22900,PE,33940,2.8765,138.04
2026-02-20 09:21:00,22950,CE,24554,-1.3579,156.2
2026-02-20 09:21:00,22950,PE,24306,-4.3033,157.6
2026-02-20 09:21:00,23000,CE,17465,-3.503,170.28
2026-02-20 09:21:00,23000,PE,17741,-6.2414,169.0
2026-02-20 09:21:00,23050,CE,13752,-0.1525,185.14
2026-02-20 09:21:00,23050,PE,12743,-7.893,186.45
2026-02-20 09:21:00,23100,CE,11040,3.5939,201.44
2026-02-20 09:21:00,23100,PE,9165,-7.9727,198.21
2026-02-20 09:21:00,23150,CE,9617,1.0401,213.34
2026-02-20 09:21:00,23150,PE,10189,-4.3197,216.4
2026-02-20 09:22:00,21800,CE,9776,-10.5335,203.4
2026-02-20 09:22:00,21800,PE,9809,1.9753,199.97
2026-02-20 09:22:00,21850,CE,14103,7.4596,185.7
2026-02-20 09:22:00,21850,PE,13304,-2.8621,185.6
2026-02-20 09:22:00,21900,CE,19069,2.5767,164.36
2026-02-20 09:22:00,21900,PE,18355,4.4084,171.16
2026-02-20 09:22:00,21950,CE,25164,-0.6043,155.53
2026-02-20 09:22:00,21950,PE,24957,-3.4172,151.95
2026-02-20 09:22:00,22000,CE,32771,-2.0211,138.08
2026-02-20 09:22:00,22000,PE,32640,-3.0245,141.3
2026-02-20 09:22:00,22050,CE,44726,-2.1291,123.05
2026-02-20 09:22:00,22050,PE,46211,2.5021,121.25
2026-02-20 09:22:00,22100,CE,61565,1.8883,113.19
2026-02-20 09:22:00,22100,PE,61857,0.8511,113.27
2026-02-20 09:22:00,22150,CE,82976,-0.4678,96.54
2026-02-20 09:22:00,22150,PE,82287,0.5179,94.33
2026-02-20 09:22:00,22200,CE,110839,-1.0287,76.35
2026-02-20 09:22:00,22200,PE,111068,0.0901,79.89
2026-02-20 09:22:00,22250,CE,151306,0.4361,65.66
2026-02-20 09:22:00,22250,PE,150611,0.4361,60.02
2026-02-20 09:22:00,22300,CE,204195,0.6621,49.21
2026-02-20 09:22:00,22300,PE,202792,0.1516,52.94
2026-02-20 09:22:00,22350,CE,273794,0.1364,33.81
2026-02-20 09:22:00,22350,PE,275384,0.1979,37.15
2026-02-20 09:22:00,22400,CE,370204,-0.1473,22.0
2026-02-20 09:22:00,22400,PE,369531,-0.3691,19.53
2026-02-20 09:22:00,22450,CE,500211,0.1576,5.0
2026-02-20 09:22:00,22450,PE,500649,0.0086,7.54
2026-02-20 09:22:00,22500,CE,370684,0.0694,20.77
2026-02-20 09:22:00,22500,PE,370962,-0.0735,19.04
2026-02-20 09:22:00,22550,CE,275294,0.6147,38.0
2026-02-20 09:22:00,22550,PE,275126,0.5688,35.0
2026-02-20 09:22:00,22600,CE,203492,0.5867,50.79
2026-02-20 09:22:00,22600,PE,202418,-0.0415,47.37
2026-02-20 09:22:00,22650,CE,151193,0.6176,64.05
2026-02-20 09:22:00,22650,PE,150584,0.39,64.94
2026-02-20 09:22:00,22700,CE,111795,0.5712,81.96
2026-02-20 09:22:00,22700,PE,111498,-0.3566,77.99
2026-02-20 09:22:00,22750,CE,83426,1.1837,96.47
2026-02-20 09:22:00,22750,PE,83013,0.0699,94.68
2026-02-20 09:22:00,22800,CE,61235,-1.28,112.98
2026-02-20 09:22:00,22800,PE,61087,-0.7958,110.17
2026-02-20 09:22:00,22850,CE,44378,-1.6053,126.71
2026-02-20 09:22:00,22850,PE,44660,0.1009,126.92
2026-02-20 09:22:00,22900,CE,34221,3.656,142.72
2026-02-20 09:22:00,22900,PE,33754,-0.548,139.52
2026-02-20 09:22:00,22950,CE,24088,-1.8979,154.79
2026-02-20 09:22:00,22950,PE,24638,1.3659,156.56
2026-02-20 09:22:00,23000,CE,18999,8.7833,171.71
2026-02-20 09:22:00,23000,PE,19354,9.0919,168.27
2026-02-20 09:22:00,23050,CE,12712,-7.5625,185.22
2026-02-20 09:22:00,23050,PE,14498,13.7723,185.25
